,Unnamed: 0,apartment_number,total_area,house_number,residents_number,owner_name
4400,4400,108,30.826069622398137,3,1,Александрова Ия Игоревна
4401,4401,6,59.107791265119815,24,0,Любомир Гаврилович Бобылев
4402,4402,58,42.129230090163816,8,0,Воронцов Онуфрий Тарасович
4403,4403,6,41.13243905887794,24,0,Спиридон Архипович Белозеров
4404,4404,113,38.13316462477631,2,1,Ермаков Никифор Игнатьевич
4405,4405,27,67.11610172655216,6,0,Иванова Маргарита Львовна
4406,4406,70,69.90001168432316,11,5,Герасимов Варлаам Елизарович
4407,4407,1,42.8402414958606,7,1,Кира Альбертовна Тихонова
4408,4408,146,33.356335937764115,6,10,Михайлова Октябрина Ильинична
4409,4409,160,46.25416909846956,3,5,Рожкова Кира Кирилловна
4410,4410,88,61.23108776411216,8,9,Селиверст Владленович Шилов
4411,4411,15,33.36120515999027,5,0,Велимир Игнатович Селиверстов
4412,4412,101,68.4903282797806,5,2,Феофан Давыдович Антонов
4413,4413,119,32.76936134062089,3,5,Тимофеева Анастасия Архиповна
4414,4414,54,77.45624243909138,12,6,Иннокентий Елисеевич Виноградов
4415,4415,58,52.23977954613633,9,5,Захаров Алексей Гордеевич
4416,4416,6,38.93302575466919,13,0,Галина Геннадиевна Беляева
4417,4417,1,83.39254806726235,10,1,Киселев Олег Фадеевич
4418,4418,6,64.69615633836244,7,0,Хохлова Оксана Андреевна
4419,4419,66,56.83864164506545,14,3,Оксана Аркадьевна Антонова
4420,4420,27,69.1328363908427,18,0,Феврония Романовна Калинина
4421,4421,27,82.47000894959864,9,0,Яковлева Олимпиада Степановна
4422,4422,52,44.19099607901092,11,5,Капитон Бориславович Калашников
4423,4423,101,57.58601667071859,3,2,Октябрина Васильевна Назарова
4424,4424,53,41.843474355403096,17,3,Кулагина Мария Архиповна
4425,4425,46,50.27600508075485,10,5,Самойлов Аполлон Феоктистович
4426,4426,12,57.87288231756512,11,15,Ия Юрьевна Ларионова
4427,4427,22,79.81232674779282,4,0,Терентьева Зоя Федоровна
4428,4428,61,64.6830591652047,8,9,тов. Зиновьев Георгий Бенедиктович
4429,4429,41,65.62828875266625,6,3,Вишнякова Агата Оскаровна
4430,4430,27,78.9247553219088,10,1,Ирина Робертовна Осипова
4431,4431,53,39.90608238613842,5,3,Аполлон Августович Лапин
4432,4432,96,71.59345033688159,7,4,Тимофеев Святополк Эдуардович
4433,4433,88,45.017896736896354,18,9,Элеонора Наумовна Панфилова
4434,4434,27,42.97276543874212,16,0,Дорофеева Агафья Александровна
4435,4435,19,87.42454668006123,14,6,Фадей Арсенович Романов
4436,4436,61,60.83614755714869,19,9,Веселов Роман Фомич
4437,4437,59,60.7715538723515,22,5,Медведев Егор Харлампович
4438,4438,11,44.952545608999664,4,1,Авдеев Панфил Терентьевич
4439,4439,27,45.35277725154325,9,0,Попова Феврония Антоновна
4440,4440,22,55.39904083648637,6,0,Буров Август Васильевич
4441,4441,166,41.62674001191515,2,3,Агафья Архиповна Мясникова
4442,4442,152,88.97832400962785,7,5,Владимиров Владислав Геннадиевич
4443,4443,45,80.00653976227704,20,2,Быков Ярослав Даниилович
4444,4444,27,42.79661669963063,14,0,Кудряшова Маргарита Викторовна
4445,4445,6,40.646237421587934,4,0,Эмилия Вениаминовна Горшкова
4446,4446,1,56.19115282164079,15,1,Евграф Гавриилович Никифоров
4447,4447,6,42.466813040896206,14,0,Фёкла Эльдаровна Степанова
4448,4448,74,56.20208964636432,11,2,Мартынов Варлаам Харламович
4449,4449,91,35.91317443831513,8,0,Мария Кирилловна Евсеева
4450,4450,22,64.53716668337564,10,0,Ярополк Фёдорович Воробьев
4451,4451,170,76.0916013065407,18,7,Колобов Серафим Аверьянович
4452,4452,141,45.3473275020641,7,4,Жданова Феврония Вадимовна
4453,4453,27,59.82624479433538,6,0,Любосмысл Викторович Кудрявцев
4454,4454,27,77.7332991951044,10,0,Павел Игоревич Наумов
4455,4455,53,37.59638070116712,2,10,тов. Коновалов Федосий Валентинович
4456,4456,10,63.658005905654754,10,6,Калашникова Кира Кузьминична
4457,4457,110,38.092195299905846,13,8,Тихонов Филимон Валерианович
4458,4458,27,50.841082240696885,7,0,Жуков Харлампий Алексеевич
4459,4459,61,38.411445898132285,2,9,Смирнова Лидия Евгеньевна
4460,4460,9,48.660775645216255,3,4,Филатова Эмилия Архиповна
4461,4461,93,40.08551905410747,8,3,Алина Болеславовна Артемьева
4462,4462,6,79.79076199740489,16,0,Нина Леонидовна Кириллова
4463,4463,9,41.74214738042378,3,4,Тетерин Боян Харламович
4464,4464,7,45.59495013095746,5,3,Михеева Анжела Егоровна
4465,4465,10,48.17983248912413,5,11,Модест Ермолаевич Пестов
4466,4466,3,68.31797365985616,3,3,Савельева София Львовна
4467,4467,59,39.29231861420709,16,5,Шилова Евпраксия Рудольфовна
4468,4468,107,36.23333430437241,6,3,Климент Исидорович Кузнецов
4469,4469,21,48.31220053164186,6,5,Мельникова Ираида Никифоровна
4470,4470,80,75.42669226929492,4,5,Боян Гурьевич Миронов
4471,4471,47,39.923867248833545,24,3,Михайлов Богдан Юльевич
4472,4472,27,42.43184289512368,2,0,Веселова Фёкла Александровна
4473,4473,6,65.45122679121046,2,0,Шестаков Модест Эдгардович
4474,4474,27,55.43124154455586,5,0,Рыбакова Фаина Александровна
4475,4475,1,76.81576650671025,11,1,Алевтина Кирилловна Лихачева
4476,4476,6,44.15572113794801,13,0,Татьяна Захаровна Бурова
4477,4477,27,51.63483839852183,17,0,Евдокимова Лукия Тарасовна
4478,4478,52,83.28962252821081,12,5,Лазарева Нинель Евгеньевна
4479,4479,6,42.34074223106565,18,0,Кулагина Марина Алексеевна
4480,4480,48,82.88869389337324,24,10,Фёкла Эльдаровна Цветкова
4481,4481,146,60.89093137456424,13,10,Ольга Константиновна Носкова
4482,4482,23,113.8750861625115,2,0,Шубина Фаина Эдуардовна
4483,4483,1,55.33321364159534,14,1,Олимпиада Вениаминовна Ершова
4484,4484,192,42.90781127254655,2,8,Азарий Чеславович Владимиров
4485,4485,1,65.5598748557906,21,1,Беляков Ульян Валентинович
4486,4486,23,108.01256585358912,2,0,Медведев Эмиль Фокич
4487,4487,13,183.38227277721663,2,15,Веселова Анжела Николаевна
4488,4488,23,40.257605185299695,4,0,Юлия Святославовна Аксенова
4489,4489,1,46.07930982872516,2,1,Лора Андреевна Соболева
4490,4490,9,36.47008559970377,5,4,Оксана Богдановна Овчинникова
4491,4491,0,81.49697758963292,19,8,Кудряшова Евфросиния Натановна
4492,4492,9,69.39981793743347,7,4,Герман Валерьевич Панов
4493,4493,53,60.363888761723615,14,3,Леон Ефимьевич Одинцов
4494,4494,6,84.20904801430774,12,0,Феврония Юрьевна Молчанова
4495,4495,62,87.00343386565717,3,0,Ульяна Анатольевна Мамонтова
4496,4496,41,42.76891220343784,12,0,Ермил Артемьевич Колобов
4497,4497,1,66.51590394022973,5,1,Федот Филатович Игнатов
4498,4498,74,87.14550131056504,8,2,Наумов Аверкий Филатович
4499,4499,1,64.28196276431594,11,1,Аполлинарий Ермилович Белов
4500,4500,84,46.13999479240712,2,6,Кононова Глафира Болеславовна
4501,4501,41,41.3573205614214,5,0,Мариан Тарасович Беляев
4502,4502,27,42.44338850989541,8,0,Регина Геннадиевна Кабанова
4503,4503,55,74.40998925616147,4,4,Демид Феликсович Игнатьев
4504,4504,13,54.43049580008687,7,4,Елисеев Ратибор Артемьевич
4505,4505,17,46.97661606128949,14,2,Ангелина Рубеновна Дроздова
4506,4506,11,46.404853966172965,5,5,Устинов Григорий Григорьевич
4507,4507,57,71.08773736570294,4,4,тов. Кононова Анжела Ждановна
4508,4508,27,42.07582709203381,12,1,Савельев Эрнст Владиленович
4509,4509,52,39.92554080530379,15,5,Смирнов Макар Аверьянович
4510,4510,77,40.308864199647815,18,16,г-н Носов Ираклий Евсеевич
4511,4511,64,40.27594081681502,5,5,Белова Зинаида Юрьевна
4512,4512,6,77.16550031045753,16,0,Дорофеева Зинаида Никифоровна
4513,4513,109,49.23526226680044,4,6,Копылова Маргарита Васильевна
4514,4514,54,107.5584190480064,13,6,Ярослав Венедиктович Самойлов
4515,4515,44,73.0913731822458,18,3,Мартын Бориславович Князев
4516,4516,37,55.02247666540564,11,3,Алевтина Вадимовна Алексеева
4517,4517,109,76.60397154247612,3,1,Анастасия Петровна Морозова
4518,4518,156,36.68135190750176,5,19,Лукьян Тарасович Емельянов
4519,4519,111,44.48001259228773,4,11,Евсей Власович Кошелев
4520,4520,57,82.29855586573062,10,4,Олимпиада Константиновна Исаева
4521,4521,52,43.095134932017125,10,5,Галина Матвеевна Русакова
4522,4522,127,40.44021187185452,2,6,Евграф Давидович Исаев
4523,4523,58,63.07025683273374,8,5,Трофимова Регина Артемовна
4524,4524,86,70.38261653084518,5,7,Сысоева Глафира Рудольфовна
4525,4525,30,105.61954933932256,14,23,Власова Алина Филипповна
4526,4526,6,66.85493610084444,8,0,Савельев Яков Иосипович
4527,4527,22,31.664007071880057,2,4,Прасковья Юльевна Лобанова
4528,4528,38,55.69241359547604,6,7,Вера Тимуровна Одинцова
4529,4529,88,63.41376346956672,13,9,Евгений Трифонович Медведев
4530,4530,27,34.84453180752691,8,0,Шубина Лора Вениаминовна
4531,4531,6,79.20705872031279,17,0,Ульян Теймуразович Бирюков
4532,4532,55,48.88441367971367,9,1,Олимпиада Артемовна Морозова
4533,4533,6,43.91821138351405,6,0,Артемьева Лукия Тарасовна
4534,4534,1,41.57308553401726,2,1,Константинова Виктория Макаровна
4535,4535,120,41.26560098853587,18,11,Иннокентий Евсеевич Костин
4536,4536,34,85.884825188163,10,11,Новикова Людмила Геннадьевна
4537,4537,103,36.18492362557162,1,3,Устинов Никон Владленович
4538,4538,130,42.88201930999433,11,7,Анжела Константиновна Громова
4539,4539,23,34.205546588842665,4,0,Соколова Анна Александровна
4540,4540,13,54.50939291350819,12,15,Быкова Ирина Афанасьевна
4541,4541,9,36.05493222316112,8,1,Милица Афанасьевна Мельникова
4542,4542,2,45.85966677805463,6,6,Аким Терентьевич Сергеев
4543,4543,26,35.5092327412748,4,2,Красильников Евстигней Денисович
4544,4544,57,87.08249238337417,18,4,Майя Рудольфовна Зиновьева
4545,4545,84,71.78301914312587,2,1,Рогов Семен Антонович
4546,4546,128,61.836503733642296,2,4,Лучезар Ерофеевич Комиссаров
4547,4547,119,47.94122655376274,5,5,Лариса Филипповна Матвеева
4548,4548,62,86.16423970570251,9,0,Блинова Дарья Ивановна
4549,4549,11,59.89619736245782,5,1,Дарья Вадимовна Антонова
4550,4550,9,40.22690652815874,8,4,Прокл Гертрудович Ширяев
4551,4551,94,43.37757337022449,6,0,г-н Корнилов Симон Феодосьевич
