,Unnamed: 0,apartment_number,total_area,house_number,residents_number,owner_name
1100,1100,183,75.95975594334428,7,10,Любим Борисович Пахомов
1101,1101,90,49.32791180166711,15,3,Ия Валериевна Харитонова
1102,1102,45,40.3578313518602,4,2,Сазонова Глафира Олеговна
1103,1103,10,44.89887791675133,14,11,Романов Симон Эдуардович
1104,1104,76,41.75285510220547,4,5,Парфен Харлампьевич Филиппов
1105,1105,41,55.32194168572823,8,16,Гедеон Витальевич Калашников
1106,1106,44,44.895299395741645,10,3,Алина Павловна Куликова
1107,1107,23,41.21603167833354,2,2,Зоя Наумовна Шестакова
1108,1108,34,61.67356794959855,14,11,Пахом Елизарович Шилов
1109,1109,31,45.11012244168159,5,1,Клавдия Кирилловна Миронова
1110,1110,29,58.86100646631228,6,0,Аксенов Азарий Устинович
1111,1111,31,35.46175154583455,2,1,Ларионов Милий Бориславович
1112,1112,30,56.14870374452897,19,23,Блохина Октябрина Аскольдовна
1113,1113,11,75.27604564077134,3,2,Ершова Анна Руслановна
1114,1114,61,70.33290730807654,4,3,Григорьева Евфросиния Эдуардовна
1115,1115,27,49.16659298444193,17,0,Александрова Лукия Кузьминична
1116,1116,18,51.79650990871909,4,5,Кондрат Фокич Киселев
1117,1117,17,57.81870643933144,5,2,Аскольд Филиппович Уваров
1118,1118,31,38.2343645445077,6,4,Ершова Валентина Аркадьевна
1119,1119,74,81.05304359102703,6,2,Гусева Кира Григорьевна
1120,1120,123,88.8814500062694,7,5,Борисов Савватий Анатольевич
1121,1121,29,34.75773665897939,7,2,Филиппова Нинель Святославовна
1122,1122,27,57.381382674373405,3,0,Никифорова Вероника Викторовна
1123,1123,27,40.63245589669178,16,0,Соболева Ульяна Ефимовна
1124,1124,27,74.22945980446298,9,0,Федосеев Харитон Яковлевич
1125,1125,37,53.8245092336167,9,3,Савельев Лучезар Ааронович
1126,1126,52,79.4902720249641,8,5,Абрамова Александра Леоновна
1127,1127,45,62.45284743296249,14,2,Наина Наумовна Константинова
1128,1128,24,68.1900843799735,3,3,Вероника Александровна Морозова
1129,1129,61,36.37119217867792,6,9,Ираида Николаевна Семенова
1130,1130,34,81.70271034369097,6,11,Синклитикия Матвеевна Савина
1131,1131,53,52.30104910530041,4,3,Зиновьева Валентина Архиповна
1132,1132,88,45.58744641768725,9,9,Фома Юлианович Евдокимов
1133,1133,30,50.66489256524998,13,23,Николай Ануфриевич Панфилов
1134,1134,69,77.68174054618294,3,9,Беляев Аркадий Аверьянович
1135,1135,27,69.1355833381022,3,0,Феврония Александровна Некрасова
1136,1136,34,53.077233035663895,10,11,Давыдова Агата Ильинична
1137,1137,13,87.97549869994516,9,15,Козлова Синклитикия Васильевна
1138,1138,23,56.2409836037812,4,0,Лука Изотович Беспалов
1139,1139,53,57.45063291499593,9,3,Бронислав Бориславович Власов
1140,1140,119,45.338643123000445,10,5,Ильин Николай Егорович
1141,1141,10,66.65370919944831,10,11,Родион Демидович Алексеев
1142,1142,7,54.002220757242135,11,9,Боян Эдгарович Авдеев
1143,1143,90,32.88153424837038,8,2,Евфросиния Дмитриевна Петухова
1144,1144,99,34.57375426569677,5,8,Егорова Василиса Вячеславовна
1145,1145,160,79.41518367450388,5,5,Мишин Ладислав Валентинович
1146,1146,27,43.86443000618574,3,0,Феликс Харламович Колесников
