,Unnamed: 0,apartment_number,total_area,house_number,residents_number,owner_name
4000,4000,142,44.93248334081112,16,0,Мухина Анжела Геннадиевна
4001,4001,37,63.42405895169215,7,3,Зайцев Лев Валентинович
4002,4002,75,51.31584961871663,1,0,Яков Вячеславович Кулагин
4003,4003,23,61.25730550275463,4,2,Брагина Екатерина Аскольдовна
4004,4004,106,35.622215510884345,22,3,Кузьмин Михей Харитонович
4005,4005,23,43.21138047495039,4,2,Кулакова Алевтина Аркадьевна
4006,4006,23,56.106313532593006,4,0,Воробьев Захар Валерьянович
4007,4007,91,46.25620032776,5,5,Федот Димитриевич Кудрявцев
4008,4008,25,77.22295995095305,6,11,Раиса Семеновна Назарова
4009,4009,62,83.85411893624828,7,0,Кирилл Якубович Константинов
4010,4010,79,59.04454978874174,2,5,Лыткина Анастасия Викторовна
4011,4011,53,72.923473731408,11,3,Дмитрий Зиновьевич Шарапов
4012,4012,27,47.075052217580286,15,1,Лобанова Агата Юрьевна
4013,4013,64,50.16446899028141,8,11,Терентий Владиславович Попов
4014,4014,27,57.94343686442915,16,1,Анна Анатольевна Сафонова
4015,4015,53,56.06982408792784,17,3,Рыбакова Синклитикия Антоновна
4016,4016,58,70.2909468382544,17,5,Щукин Парфен Гордеевич
4017,4017,106,75.19227187165276,18,3,Панкратий Витальевич Щукин
4018,4018,1,53.5075897351351,5,1,Титов Демьян Игнатович
4019,4019,27,73.60056667671174,3,0,Кабанова Елена Леоновна
4020,4020,26,46.98852455350737,2,2,Ефремов Мирон Давыдович
4021,4021,27,72.206881259515,10,0,Родионова Варвара Ильинична
4022,4022,41,55.6586063121936,15,0,Тамара Афанасьевна Дмитриева
4023,4023,23,29.109534912602665,2,0,Валерьян Ильясович Артемьев
4024,4024,9,44.71601458383523,7,4,Брагин Галактион Филиппович
4025,4025,28,42.30014794025119,8,0,Евгения Викторовна Быкова
4026,4026,89,75.27595754032806,10,1,Марфа Константиновна Орехова
4027,4027,30,42.580525078257935,6,23,Сорокин Родион Гордеевич
4028,4028,17,40.33273895204629,3,2,Еремей Федотович Кудряшов
4029,4029,2,56.02984340061965,6,5,Святослав Витальевич Петухов
4030,4030,27,61.60134052981476,11,0,Мир Филатович Шаров
4031,4031,78,61.32821088855083,10,4,Оксана Григорьевна Лазарева
4032,4032,34,57.58793053715152,6,11,Анастасия Тарасовна Герасимова
4033,4033,109,79.93377081805116,18,6,Мокей Гавриилович Доронин
4034,4034,7,73.4650765474366,16,9,Епифан Ярославович Шубин
4035,4035,41,52.24904001829821,3,0,Ерофей Феофанович Стрелков
4036,4036,10,65.54012871611637,7,11,Ольга Рудольфовна Турова
4037,4037,27,67.98372253341259,8,1,Константинова Иванна Валентиновна
4038,4038,47,39.95878753007461,14,3,Лазарева Акулина Даниловна
4039,4039,1,79.55167921674926,11,1,Селиверстова Ольга Тарасовна
4040,4040,58,66.1477594103198,13,7,Крылов Амвросий Елизарович
4041,4041,92,39.59481555676573,8,5,Мамонтов Аркадий Филатович
4042,4042,22,46.3647477836305,2,4,София Архиповна Смирнова
4043,4043,26,43.32422814874645,7,2,Полякова Зинаида Даниловна
4044,4044,119,34.06319856441422,6,5,Виссарион Васильевич Горшков
4045,4045,90,41.80891723179691,9,3,Элеонора Захаровна Игнатьева
4046,4046,17,82.19041414010236,3,1,Тарасов Ярополк Афанасьевич
4047,4047,23,163.28696474980575,4,0,Радован Валентинович Киселев
4048,4048,6,43.13792709255714,15,0,Ефремов Валерьян Фомич
4049,4049,27,47.87711075556148,12,0,тов. Мельникова Иванна Леоновна
4050,4050,37,39.6427580000712,14,3,Василиса Евгеньевна Носкова
4051,4051,42,38.88669117812541,6,0,Алина Максимовна Хохлова
4052,4052,99,61.99087578699832,5,8,Тамара Сергеевна Захарова
4053,4053,45,82.88090883765395,19,2,Наталья Рудольфовна Рожкова
4054,4054,6,42.54488618030876,6,0,Оксана Эльдаровна Крюкова
4055,4055,23,39.45062895570355,6,2,Кулакова Василиса Борисовна
4056,4056,99,60.70069445651594,2,4,Пестов Аникей Феликсович
4057,4057,95,75.25598005613836,4,3,София Геннадиевна Зимина
4058,4058,84,46.95307396489578,2,1,Ульяна Юльевна Тетерина
4059,4059,0,92.29872312754831,5,6,Мухин Викторин Данилович
4060,4060,23,35.77058657711402,7,0,Гуляев Мир Тарасович
4061,4061,2,88.06932656117164,6,3,Дмитриева Акулина Святославовна
4062,4062,14,58.12124149966089,4,5,Павлов Мина Харлампьевич
4063,4063,13,55.159750720361416,8,15,Кузьмин Сильвестр Егорович
4064,4064,10,34.3919435528626,3,11,Горшкова Любовь Станиславовна
4065,4065,6,65.86100962681658,12,0,Кирилл Фомич Воробьев
