,Unnamed: 0,apartment_number,total_area,house_number,residents_number,owner_name
3400,3400,84,66.48729834316507,13,1,Мир Даниилович Потапов
3401,3401,27,40.79685844303359,2,1,Зуева Кира Михайловна
3402,3402,38,40.97307029111598,4,7,Ангелина Александровна Горшкова
3403,3403,164,47.48058995516812,6,6,Гедеон Игнатович Сазонов
3404,3404,52,42.36215515631624,8,5,Тихонова Алла Оскаровна
3405,3405,28,31.67176834192091,3,0,Ратмир Дмитриевич Воронов
3406,3406,27,73.13611566043835,11,0,Максимов Терентий Иосифович
3407,3407,146,56.89503930983103,5,10,Синклитикия Борисовна Лихачева
3408,3408,61,43.27779016176811,7,9,Дарья Матвеевна Тихонова
3409,3409,85,79.22711604259246,17,7,Блинова Виктория Павловна
3410,3410,93,54.93308755521453,12,3,Фомичев Никифор Денисович
3411,3411,3,55.63402897886141,15,2,Ферапонт Артурович Суворов
3412,3412,27,56.0149145402976,13,0,Мария Борисовна Федосеева
3413,3413,5,5.129221611525365,1,5,Ипполит Феофанович Зайцев
3414,3414,9,67.86098828109249,6,4,Мария Макаровна Сафонова
3415,3415,21,39.6283692232239,2,5,Амос Терентьевич Третьяков
3416,3416,7,37.05910198857966,10,3,Георгий Ефимьевич Князев
3417,3417,6,40.44683742009196,15,0,Любовь Олеговна Никонова
3418,3418,8,102.11957123848228,5,5,Лебедева Майя Станиславовна
3419,3419,125,43.35361209617725,11,1,Авдей Давыдович Пономарев
3420,3420,75,45.97621255537605,2,0,Родионов Лучезар Демидович
3421,3421,23,83.19560094715871,7,2,Мартын Елисеевич Смирнов
3422,3422,23,66.60609989642806,18,2,Матвеева Ангелина Борисовна
3423,3423,11,49.190339828532174,7,4,Филатов Лучезар Федосьевич
3424,3424,37,37.752079300493705,6,3,Бурова Зинаида Владиславовна
3425,3425,23,39.06784262714616,16,2,тов. Воронцов Станислав Бенедиктович
3426,3426,173,44.57722076629534,3,4,Анатолий Терентьевич Крылов
3427,3427,30,39.12063985901531,18,23,Фадеев Спиридон Герасимович
3428,3428,88,83.26252987516948,13,9,Святополк Евстигнеевич Горбунов
3429,3429,58,44.4962317368388,8,0,Всеволод Ярославович Савельев
3430,3430,53,58.38513239495976,2,3,Софрон Алексеевич Туров
3431,3431,27,139.07029612783694,5,0,Казаков Парфен Герасимович
3432,3432,38,70.9164825287151,14,7,Красильников Ефим Бориславович
3433,3433,99,40.8082580094288,12,4,Рожкова Регина Натановна
3434,3434,128,45.75555194945781,13,8,Белоусова Ираида Вадимовна
3435,3435,22,39.8453830706686,16,0,Лукина Таисия Георгиевна
3436,3436,39,50.15970427534686,18,2,Крылова Октябрина Викторовна
3437,3437,124,42.26821070963759,4,0,Пантелеймон Ефимович Баранов
3438,3438,55,55.85131641971427,15,4,Феврония Макаровна Соловьева
3439,3439,42,39.58981155560978,7,0,Федор Трифонович Гордеев
3440,3440,62,100.6482761945268,6,0,Капустин Авксентий Архипович
3441,3441,169,39.99415533886708,10,5,Пелагея Анатольевна Артемьева
3442,3442,11,31.62333685225593,4,5,Захарова Валерия Константиновна
3443,3443,207,76.78095960834742,2,5,г-н Симонов Евлампий Феоктистович
3444,3444,48,123.84692810775552,7,10,Пестова Пелагея Михайловна
3445,3445,99,49.77065334925801,7,4,Майя Мироновна Белякова
3446,3446,9,77.4371606660041,11,4,Фока Андреевич Кузьмин
3447,3447,74,52.82572440889133,16,2,Раиса Аскольдовна Александрова
3448,3448,155,47.5023155744584,7,6,Екатерина Натановна Игнатова
3449,3449,75,46.96986691766021,4,0,Блинов Андроник Викторович
3450,3450,1,40.409906915275045,10,1,Лапин Лаврентий Евсеевич
3451,3451,45,59.37678784857837,24,2,Раиса Захаровна Комарова
3452,3452,59,100.44373262437556,19,5,Блинова Екатерина Борисовна
3453,3453,27,37.88626538048341,9,1,Пелагея Викторовна Дементьева
3454,3454,1,43.87229344017533,11,1,Флорентин Ефимьевич Блинов
